x_pixel,y_row,Cn2,BER,BER_percent
440.0,2260.500000,1.366389570513713e-18,0.0000000000,0.000000
441.0,2260.500000,1.371601294959038e-18,0.0000000000,0.000000
442.0,2260.500000,1.376832898121453e-18,0.0000000000,0.000000
443.0,2260.500000,1.382084455822943e-18,0.0000000000,0.000000
444.0,2260.500000,1.387356044174735e-18,0.0000000000,0.000000
445.0,2260.500000,1.392647739578320e-18,0.0000000000,0.000000
446.0,2260.500000,1.397959618726634e-18,0.0000000000,0.000000
447.0,2260.500000,1.403291758605139e-18,0.0000000000,0.000000
448.0,2260.500000,1.408644236492902e-18,0.0000000000,0.000000
449.0,2260.500000,1.414017129963796e-18,0.0000000000,0.000000
450.0,2260.500000,1.419410516887533e-18,0.0000000000,0.000000
451.0,2260.500000,1.424824475430873e-18,0.0000000000,0.000000
452.0,2260.500000,1.430259084058721e-18,0.0000000000,0.000000
453.0,2260.500000,1.435714421535231e-18,0.0000000000,0.000000
454.0,2260.500000,1.441190566925016e-18,0.0000000000,0.000000
455.0,2260.500000,1.446687599594262e-18,0.0000000000,0.000000
456.0,2260.500000,1.452205599211837e-18,0.0000000000,0.000000
457.0,2260.500000,1.457744645750533e-18,0.0000000000,0.000000
458.0,2260.500000,1.463304819488131e-18,0.0000000000,0.000000
459.0,2260.500000,1.468886201008645e-18,0.0000000000,0.000000
460.0,2260.500000,1.474488871203452e-18,0.0000000000,0.000000
461.0,2260.500000,1.480112911272435e-18,0.0000000000,0.000000
462.0,2260.500000,1.485758402725226e-18,0.0000000000,0.000000
463.0,2260.500000,1.491425427382355e-18,0.0000000000,0.000000
464.0,2260.500000,1.497114067376398e-18,0.0000000000,0.000000
465.0,2260.500000,1.502824405153250e-18,0.0000000000,0.000000
466.0,2260.500000,1.508556523473227e-18,0.0000000000,0.000000
467.0,2260.500000,1.514310505412347e-18,0.0000000000,0.000000
468.0,2260.500000,1.520086434363502e-18,0.0000000000,0.000000
469.0,2260.500000,1.525884394037623e-18,0.0000000000,0.000000
470.0,2260.500000,1.531704468464973e-18,0.0000000000,0.000000
471.0,2260.500000,1.537546741996325e-18,0.0000000000,0.000000
472.0,2260.500000,1.543411299304150e-18,0.0000000000,0.000000
473.0,2260.500000,1.549298225383925e-18,0.0000000000,0.000000
474.0,2260.500000,1.555207605555273e-18,0.0000000000,0.000000
475.0,2260.500000,1.561139525463283e-18,0.0000000000,0.000000
476.0,2260.500000,1.567094071079711e-18,0.0000000000,0.000000
477.0,2260.500000,1.573071328704196e-18,0.0000000000,0.000000
478.0,2260.500000,1.579071384965589e-18,0.0000000000,0.000000
479.0,2260.500000,1.585094326823118e-18,0.0000000000,0.000000
480.0,2260.500000,1.591140241567726e-18,0.0000000000,0.000000
481.0,2260.500000,1.597209216823310e-18,0.0000000000,0.000000
482.0,2260.500000,1.603301340547941e-18,0.0000000000,0.000000
483.0,2260.500000,1.609416701035224e-18,0.0000000000,0.000000
484.0,2260.500000,1.615555386915535e-18,0.0000000000,0.000000
485.0,2260.500000,1.621717487157267e-18,0.0000000000,0.000000
486.0,2260.500000,1.627903091068213e-18,0.0000000000,0.000000
487.0,2260.500000,1.634112288296753e-18,0.0000000000,0.000000
488.0,2260.500000,1.640345168833245e-18,0.0000000000,0.000000
489.0,2260.500000,1.646601823011293e-18,0.0000000000,0.000000
490.0,2260.500000,1.652882341509013e-18,0.0000000000,0.000000
491.0,2260.500000,1.659186815350429e-18,0.0000000000,0.000000
492.0,2260.500000,1.665515335906751e-18,0.0000000000,0.000000
493.0,2260.500000,1.671867994897660e-18,0.0000000000,0.000000
494.0,2260.500000,1.678244884392730e-18,0.0000000000,0.000000
495.0,2260.500000,1.684646096812656e-18,0.0000000000,0.000000
496.0,2260.500000,1.691071724930688e-18,0.0000000000,0.000000
497.0,2260.500000,1.697521861873934e-18,0.0000000000,0.000000
498.0,2260.500000,1.703996601124669e-18,0.0000000000,0.000000
499.0,2260.500000,1.710496036521773e-18,0.0000000000,0.000000
500.0,2260.500000,1.717020262262049e-18,0.0000000000,0.000000
501.0,2260.500000,1.723569372901545e-18,0.0000000000,0.000000
502.0,2261.000000,1.730143463357026e-18,0.0000000000,0.000000
503.0,2262.000000,1.736742628907233e-18,0.0000000000,0.000000
504.0,2263.000000,1.743366965194364e-18,0.0000000000,0.000000
505.0,2264.000000,1.750016568225422e-18,0.0000000000,0.000000
506.0,2265.000000,1.756691534373557e-18,0.0000000000,0.000000
507.0,2266.000000,1.763391960379565e-18,0.0000000000,0.000000
508.0,2272.000000,1.770117943353178e-18,0.0000000000,0.000000
509.0,2271.000000,1.776869580774571e-18,0.0000000000,0.000000
510.0,2270.000000,1.783646970495728e-18,0.0000000000,0.000000
511.0,2269.500000,1.790450210741821e-18,0.0000000000,0.000000
512.0,2269.500000,1.797279400112720e-18,0.0000000000,0.000000
513.0,2269.500000,1.804134637584375e-18,0.0000000000,0.000000
514.0,2269.500000,1.811016022510213e-18,0.0000000000,0.000000
515.0,2269.500000,1.817923654622673e-18,0.0000000000,0.000000
516.0,2269.500000,1.824857634034538e-18,0.0000000000,0.000000
517.0,2269.000000,1.831818061240491e-18,0.0000000000,0.000000
518.0,2267.500000,1.838805037118524e-18,0.0000000000,0.000000
519.0,2265.500000,1.845818662931353e-18,0.0000000000,0.000000
520.0,2263.500000,1.852859040327983e-18,0.0000000000,0.000000
521.0,2261.500000,1.859926271345128e-18,0.0000000000,0.000000
522.0,2259.500000,1.867020458408650e-18,0.0000000000,0.000000
523.0,2257.500000,1.874141704335147e-18,0.0000000000,0.000000
524.0,2255.500000,1.881290112333324e-18,0.0000000000,0.000000
525.0,2253.500000,1.888465786005590e-18,0.0000000000,0.000000
526.0,2251.500000,1.895668829349521e-18,0.0000000000,0.000000
527.0,2249.500000,1.902899346759314e-18,0.0000000000,0.000000
528.0,2247.500000,1.910157443027400e-18,0.0000000000,0.000000
529.0,2247.500000,1.917443223345910e-18,0.0000000000,0.000000
530.0,2249.500000,1.924756793308154e-18,0.0000000000,0.000000
531.0,2251.500000,1.932098258910265e-18,0.0000000000,0.000000
532.0,2253.500000,1.939467726552604e-18,0.0000000000,0.000000
533.0,2255.500000,1.946865303041417e-18,0.0000000000,0.000000
534.0,2257.500000,1.954291095590333e-18,0.0000000000,0.000000
535.0,2259.500000,1.961745211821869e-18,0.0000000000,0.000000
536.0,2261.500000,1.969227759769104e-18,0.0000000000,0.000000
537.0,2263.500000,1.976738847877118e-18,0.0000000000,0.000000
538.0,2265.500000,1.984278585004671e-18,0.0000000000,0.000000
539.0,2267.500000,1.991847080425736e-18,0.0000000000,0.000000
540.0,2269.000000,1.999444443831035e-18,0.0000000000,0.000000
541.0,2269.500000,2.007070785329722e-18,0.0000000000,0.000000
542.0,2269.500000,2.014726215450935e-18,0.0000000000,0.000000
543.0,2269.500000,2.022410845145344e-18,0.0000000000,0.000000
544.0,2269.500000,2.030124785786879e-18,0.0000000000,0.000000
545.0,2269.500000,2.037868149174208e-18,0.0000000000,0.000000
546.0,2269.500000,2.045641047532475e-18,0.0000000000,0.000000
547.0,2270.000000,2.053443593514876e-18,0.0000000000,0.000000
548.0,2271.000000,2.061275900204243e-18,0.0000000000,0.000000
549.0,2272.000000,2.069138081114782e-18,0.0000000000,0.000000
550.0,2266.000000,2.077030250193667e-18,0.0000000000,0.000000
551.0,2265.000000,2.084952521822645e-18,0.0000000000,0.000000
552.0,2264.000000,2.092905010819807e-18,0.0000000000,0.000000
553.0,2263.000000,2.100887832441118e-18,0.0000000000,0.000000
554.0,2262.000000,2.108901102382209e-18,0.0000000000,0.000000
555.0,2261.000000,2.116944936780000e-18,0.0000000000,0.000000
556.0,2260.500000,2.125019452214330e-18,0.0000000000,0.000000
557.0,2260.500000,2.133124765709757e-18,0.0000000000,0.000000
558.0,2260.500000,2.141260994737193e-18,0.0000000000,0.000000
559.0,2260.500000,2.149428257215562e-18,0.0000000000,0.000000
560.0,2260.500000,2.157626671513626e-18,0.0000000000,0.000000
561.0,2260.500000,2.165856356451563e-18,0.0000000000,0.000000
562.0,2260.500000,2.174117431302812e-18,0.0000000000,0.000000
563.0,2260.500000,2.182410015795747e-18,0.0000000000,0.000000
564.0,2260.500000,2.190734230115362e-18,0.0000000000,0.000000
565.0,2260.500000,2.199090194905135e-18,0.0000000000,0.000000
566.0,2260.500000,2.207478031268634e-18,0.0000000000,0.000000
567.0,2260.500000,2.215897860771396e-18,0.0000000000,0.000000
568.0,2260.500000,2.224349805442642e-18,0.0000000000,0.000000
569.0,2260.500000,2.232833987776981e-18,0.0000000000,0.000000
570.0,2260.500000,2.241350530736302e-18,0.0000000000,0.000000
571.0,2260.500000,2.249899557751498e-18,0.0000000000,0.000000
572.0,2260.500000,2.258481192724201e-18,0.0000000000,0.000000
573.0,2260.500000,2.267095560028707e-18,0.0000000000,0.000000
574.0,2260.500000,2.275742784513628e-18,0.0000000000,0.000000
575.0,2260.500000,2.284422991503836e-18,0.0000000000,0.000000
576.0,2260.500000,2.293136306802218e-18,0.0000000000,0.000000
577.0,2260.500000,2.301882856691448e-18,0.0000000000,0.000000
578.0,2260.500000,2.310662767935927e-18,0.0000000000,0.000000
579.0,2260.500000,2.319476167783564e-18,0.0000000000,0.000000
580.0,2260.500000,2.328323183967564e-18,0.0000000000,0.000000
581.0,2260.500000,2.337203944708414e-18,0.0000000000,0.000000
582.0,2260.500000,2.346118578715585e-18,0.0000000000,0.000000
583.0,2260.500000,2.355067215189533e-18,0.0000000000,0.000000
584.0,2260.500000,2.364049983823515e-18,0.0000000000,0.000000
585.0,2260.500000,2.373067014805411e-18,0.0000000000,0.000000
586.0,2260.500000,2.382118438819723e-18,0.0000000000,0.000000
587.0,2260.500000,2.391204387049417e-18,0.0000000000,0.000000
588.0,2260.500000,2.400324991177760e-18,0.0000000000,0.000000
589.0,2260.500000,2.409480383390368e-18,0.0000000000,0.000000
590.0,2260.500000,2.418670696376967e-18,0.0000000000,0.000000
591.0,2260.500000,2.427896063333447e-18,0.0000000000,0.000000
592.0,2260.500000,2.437156617963743e-18,0.0000000000,0.000000
593.0,2260.500000,2.446452494481704e-18,0.0000000000,0.000000
594.0,2260.500000,2.455783827613183e-18,0.0000000000,0.000000
595.0,2260.500000,2.465150752597829e-18,0.0000000000,0.000000
596.0,2260.500000,2.474553405191183e-18,0.0000000000,0.000000
597.0,2260.500000,2.483991921666594e-18,0.0000000000,0.000000
598.0,2260.500000,2.493466438817124e-18,0.0000000000,0.000000
599.0,2260.500000,2.502977093957658e-18,0.0000000000,0.000000
600.0,2260.500000,2.512524024926832e-18,0.0000000000,0.000000
601.0,2260.500000,2.522107370088968e-18,0.0000000000,0.000000
602.0,2260.500000,2.531727268336224e-18,0.0000000000,0.000000
603.0,2260.500000,2.541383859090441e-18,0.0000000000,0.000000
604.0,2260.500000,2.551077282305311e-18,0.0000000000,0.000000
605.0,2260.500000,2.560807678468341e-18,0.0000000000,0.000000
606.0,2260.500000,2.570575188602826e-18,0.0000000000,0.000000
607.0,2260.500000,2.580379954270020e-18,0.0000000000,0.000000
608.0,2260.500000,2.590222117571125e-18,0.0000000000,0.000000
609.0,2260.500000,2.600101821149285e-18,0.0000000000,0.000000
610.0,2260.500000,2.610019208191804e-18,0.0000000000,0.000000
611.0,2260.500000,2.619974422432048e-18,0.0000000000,0.000000
612.0,2260.500000,2.629967608151681e-18,0.0000000000,0.000000
613.0,2260.500000,2.639998910182690e-18,0.0000000000,0.000000
614.0,2260.500000,2.650068473909421e-18,0.0000000000,0.000000
615.0,2260.500000,2.660176445270834e-18,0.0000000000,0.000000
616.0,2260.500000,2.670322970762449e-18,0.0000000000,0.000000
617.0,2260.500000,2.680508197438617e-18,0.0000000000,0.000000
618.0,2260.500000,2.690732272914588e-18,0.0000000000,0.000000
619.0,2260.500000,2.700995345368588e-18,0.0000000000,0.000000
620.0,2260.500000,2.711297563544091e-18,0.0000000000,0.000000
621.0,2260.500000,2.721639076751916e-18,0.0000000000,0.000000
622.0,2260.500000,2.732020034872318e-18,0.0000000000,0.000000
623.0,2260.500000,2.742440588357322e-18,0.0000000000,0.000000
624.0,2260.500000,2.752900888232721e-18,0.0000000000,0.000000
625.0,2260.500000,2.763401086100422e-18,0.0000000000,0.000000
626.0,2260.500000,2.773941334140578e-18,0.0000000000,0.000000
627.0,2260.500000,2.784521785113722e-18,0.0000000000,0.000000
628.0,2260.500000,2.795142592363121e-18,0.0000000000,0.000000
629.0,2260.500000,2.805803909816927e-18,0.0000000000,0.000000
630.0,2260.500000,2.816505891990343e-18,0.0000000000,0.000000
631.0,2260.500000,2.827248693988018e-18,0.0000000000,0.000000
632.0,2260.500000,2.838032471506116e-18,0.0000000000,0.000000
633.0,2260.500000,2.848857380834728e-18,0.0000000000,0.000000
634.0,2260.500000,2.859723578860075e-18,0.0000000000,0.000000
635.0,2260.500000,2.870631223066706e-18,0.0000000000,0.000000
636.0,2260.500000,2.881580471539947e-18,0.0000000000,0.000000
637.0,2260.500000,2.892571482968003e-18,0.0000000000,0.000000
638.0,2260.500000,2.903604416644425e-18,0.0000000000,0.000000
639.0,2260.500000,2.914679432470344e-18,0.0000000000,0.000000
640.0,2260.500000,2.925796690956720e-18,0.0000000000,0.000000
641.0,2260.500000,2.936956353226811e-18,0.0000000000,0.000000
642.0,2260.500000,2.948158581018436e-18,0.0000000000,0.000000
643.0,2260.500000,2.959403536686247e-18,0.0000000000,0.000000
644.0,2260.500000,2.970691383204251e-18,0.0000000000,0.000000
645.0,2260.500000,2.982022284167977e-18,0.0000000000,0.000000
646.0,2260.500000,2.993396403797021e-18,0.0000000000,0.000000
647.0,2260.500000,3.004813906937346e-18,0.0000000000,0.000000
648.0,2260.500000,3.016274959063606e-18,0.0000000000,0.000000
649.0,2261.000000,3.027779726281684e-18,0.0000000000,0.000000
650.0,2262.000000,3.039328375331033e-18,0.0000000000,0.000000
651.0,2263.000000,3.050921073587011e-18,0.0000000000,0.000000
652.0,2264.000000,3.062557989063484e-18,0.0000000000,0.000000
653.0,2265.000000,3.074239290415063e-18,0.0000000000,0.000000
654.0,2266.000000,3.085965146939720e-18,0.0000000000,0.000000
655.0,2272.000000,3.097735728581171e-18,0.0000000000,0.000000
656.0,2271.000000,3.109551205931259e-18,0.0000000000,0.000000
657.0,2270.000000,3.121411750232579e-18,0.0000000000,0.000000
658.0,2269.500000,3.133317533380886e-18,0.0000000000,0.000000
659.0,2269.500000,3.145268727927507e-18,0.0000000000,0.000000
660.0,2269.500000,3.157265507082025e-18,0.0000000000,0.000000
661.0,2269.500000,3.169308044714577e-18,0.0000000000,0.000000
662.0,2269.500000,3.181396515358561e-18,0.0000000000,0.000000
663.0,2269.500000,3.193531094213086e-18,0.0000000000,0.000000
664.0,2269.000000,3.205711957145431e-18,0.0000000000,0.000000
665.0,2267.500000,3.217939280693779e-18,0.0000000000,0.000000
666.0,2265.500000,3.230213242069564e-18,0.0000000000,0.000000
667.0,2263.500000,3.242534019160225e-18,0.0000000000,0.000000
668.0,2261.500000,3.254901790531705e-18,0.0000000000,0.000000
669.0,2259.500000,3.267316735430960e-18,0.0000000000,0.000000
670.0,2257.500000,3.279779033788712e-18,0.0000000000,0.000000
671.0,2255.500000,3.292288866221983e-18,0.0000000000,0.000000
672.0,2253.500000,3.304846414036627e-18,0.0000000000,0.000000
673.0,2251.500000,3.317451859230152e-18,0.0000000000,0.000000
674.0,2249.500000,3.330105384494133e-18,0.0000000000,0.000000
675.0,2247.500000,3.342807173217058e-18,0.0000000000,0.000000
676.0,2247.500000,3.355557409486901e-18,0.0000000000,0.000000
677.0,2249.500000,3.368356278093704e-18,0.0000000000,0.000000
678.0,2251.500000,3.381203964532427e-18,0.0000000000,0.000000
679.0,2253.500000,3.394100655005550e-18,0.0000000000,0.000000
680.0,2255.500000,3.407046536425688e-18,0.0000000000,0.000000
681.0,2257.500000,3.420041796418495e-18,0.0000000000,0.000000
682.0,2259.500000,3.433086623325161e-18,0.0000000000,0.000000
683.0,2261.500000,3.446181206205336e-18,0.0000000000,0.000000
684.0,2263.500000,3.459325734839789e-18,0.0000000000,0.000000
685.0,2265.500000,3.472520399733071e-18,0.0000000000,0.000000
686.0,2267.500000,3.485765392116445e-18,0.0000000000,0.000000
687.0,2269.000000,3.499060903950576e-18,0.0000000000,0.000000
688.0,2269.500000,3.512407127928223e-18,0.0000000000,0.000000
689.0,2269.500000,3.525804257477237e-18,0.0000000000,0.000000
690.0,2269.500000,3.539252486763131e-18,0.0000000000,0.000000
691.0,2269.500000,3.552752010692096e-18,0.0000000000,0.000000
692.0,2269.500000,3.566303024913741e-18,0.0000000000,0.000000
693.0,2269.500000,3.579905725823840e-18,0.0000000000,0.000000
694.0,2270.000000,3.593560310567382e-18,0.0000000000,0.000000
695.0,2271.000000,3.607266977041197e-18,0.0000000000,0.000000
696.0,2272.000000,3.621025923897025e-18,0.0000000000,0.000000
697.0,2266.000000,3.634837350544312e-18,0.0000000000,0.000000
698.0,2265.000000,3.648701457153006e-18,0.0000000000,0.000000
699.0,2264.000000,3.662618444656639e-18,0.0000000000,0.000000
700.0,2263.000000,3.676588514755152e-18,0.0000000000,0.000000
701.0,2262.000000,3.690611869917724e-18,0.0000000000,0.000000
702.0,2261.000000,3.704688713385918e-18,0.0000000000,0.000000
703.0,2260.500000,3.718819249176389e-18,0.0000000000,0.000000
704.0,2260.500000,3.733003682084047e-18,0.0000000000,0.000000
705.0,2260.500000,3.747242217684937e-18,0.0000000000,0.000000
706.0,2260.500000,3.761535062339128e-18,0.0000000000,0.000000
707.0,2260.500000,3.775882423193885e-18,0.0000000000,0.000000
708.0,2260.500000,3.790284508186581e-18,0.0000000000,0.000000
709.0,2260.500000,3.804741526047617e-18,0.0000000000,0.000000
710.0,2260.500000,3.819253686303663e-18,0.0000000000,0.000000
711.0,2260.500000,3.833821199280449e-18,0.0000000000,0.000000
712.0,2260.500000,3.848444276106028e-18,0.0000000000,0.000000
713.0,2260.500000,3.863123128713746e-18,0.0000000000,0.000000
714.0,2260.500000,3.877857969845214e-18,0.0000000000,0.000000
715.0,2260.500000,3.892649013053586e-18,0.0000000000,0.000000
716.0,2260.500000,3.907496472706556e-18,0.0000000000,0.000000
717.0,2260.500000,3.922400563989372e-18,0.0000000000,0.000000
718.0,2260.500000,3.937361502908172e-18,0.0000000000,0.000000
719.0,2260.500000,3.952379506292865e-18,0.0000000000,0.000000
720.0,2260.500000,3.967454791800497e-18,0.0000000000,0.000000
721.0,2260.500000,3.982587577918307e-18,0.0000000000,0.000000
722.0,2260.500000,3.997778083966797e-18,0.0000000000,0.000000
723.0,2260.500000,4.013026530103137e-18,0.0000000000,0.000000
724.0,2260.500000,4.028333137324099e-18,0.0000000000,0.000000
725.0,2260.500000,4.043698127469486e-18,0.0000000000,0.000000
726.0,2260.500000,4.059121723225245e-18,0.0000000000,0.000000
727.0,2260.500000,4.074604148126605e-18,0.0000000000,0.000000
728.0,2260.500000,4.090145626561504e-18,0.0000000000,0.000000
729.0,2260.500000,4.105746383773753e-18,0.0000000000,0.000000
730.0,2260.500000,4.121406645866188e-18,0.0000000000,0.000000
731.0,2260.500000,4.137126639804193e-18,0.0000000000,0.000000
732.0,2260.500000,4.152906593418712e-18,0.0000000000,0.000000
733.0,2260.500000,4.168746735409793e-18,0.0000000000,0.000000
734.0,2260.500000,4.184647295349795e-18,0.0000000000,0.000000
735.0,2260.500000,4.200608503686620e-18,0.0000000000,0.000000
736.0,2260.500000,4.216630591747253e-18,0.0000000000,0.000000
737.0,2260.500000,4.232713791741011e-18,0.0000000000,0.000000
738.0,2260.500000,4.248858336762812e-18,0.0000000000,0.000000
739.0,2260.500000,4.265064460796786e-18,0.0000000000,0.000000
740.0,2260.500000,4.281332398719396e-18,0.0000000000,0.000000
741.0,2260.500000,4.297662386303080e-18,0.0000000000,0.000000
742.0,2260.500000,4.314054660219569e-18,0.0000000000,0.000000
743.0,2260.500000,4.330509458043207e-18,0.0000000000,0.000000
744.0,2260.500000,4.347027018254609e-18,0.0000000000,0.000000
745.0,2260.500000,4.363607580244008e-18,0.0000000000,0.000000
746.0,2260.500000,4.380251384314621e-18,0.0000000000,0.000000
747.0,2260.500000,4.396958671686380e-18,0.0000000000,0.000000
748.0,2260.500000,4.413729684499141e-18,0.0000000000,0.000000
749.0,2260.500000,4.430564665816444e-18,0.0000000000,0.000000
750.0,2260.500000,4.447463859628934e-18,0.0000000000,0.000000
751.0,2260.500000,4.464427510857777e-18,0.0000000000,0.000000
752.0,2260.500000,4.481455865358477e-18,0.0000000000,0.000000
753.0,2260.500000,4.498549169924135e-18,0.0000000000,0.000000
754.0,2260.500000,4.515707672289292e-18,0.0000000000,0.000000
755.0,2260.500000,4.532931621133407e-18,0.0000000000,0.000000
756.0,2260.500000,4.550221266084343e-18,0.0000000000,0.000000
757.0,2260.500000,4.567576857722216e-18,0.0000000000,0.000000
758.0,2260.500000,4.584998647582914e-18,0.0000000000,0.000000
759.0,2260.500000,4.602486888161626e-18,0.0000000000,0.000000
760.0,2260.500000,4.620041832916766e-18,0.0000000000,0.000000
761.0,2260.500000,4.637663736273347e-18,0.0000000000,0.000000
762.0,2260.500000,4.655352853626930e-18,0.0000000000,0.000000
763.0,2260.500000,4.673109441347215e-18,0.0000000000,0.000000
764.0,2260.500000,4.690933756781640e-18,0.0000000000,0.000000
765.0,2260.500000,4.708826058259340e-18,0.0000000000,0.000000
766.0,2260.500000,4.726786605094775e-18,0.0000000000,0.000000
767.0,2260.500000,4.744815657591379e-18,0.0000000000,0.000000
768.0,2260.500000,4.762913477045594e-18,0.0000000000,0.000000
769.0,2260.500000,4.781080325750352e-18,0.0000000000,0.000000
770.0,2260.500000,4.799316466999150e-18,0.0000000000,0.000000
771.0,2260.500000,4.817622165089744e-18,0.0000000000,0.000000
772.0,2260.500000,4.835997685327866e-18,0.0000000000,0.000000
773.0,2260.500000,4.854443294031304e-18,0.0000000000,0.000000
774.0,2260.500000,4.872959258533643e-18,0.0000000000,0.000000
775.0,2260.500000,4.891545847188019e-18,0.0000000000,0.000000
776.0,2260.500000,4.910203329371291e-18,0.0000000000,0.000000
